Order_ID,Order_Date,Customer_ID,Customer_Name,Segment,Region,Category,Sub_Category,Product_Name,Quantity,Sales,Discount,Profit
ORD114,2024-04-17,C230,Customer 479 ,Home Office,West ,Fashion,Accessories,Accessories Product,9,58758,0.1,904
ORD231,12-01-2024,C247,Customer 480 ,Corporate,EAST,Electronics,Laptop,Laptop Product,8,N/A,0.15,-1535
ORD182,2024-01-06,C150,Customer 481 ,Corporate,South,Fashion,Footwear,Footwear Product,4,7146,0.1,21592
ORD111,2024-04-23,C281,Customer 482 ,Corporate,West ,Electronics,Mobile,Mobile Product,1,100351,0.15,16876
ORD295,2024-01-16,C183,  Rahul Sharma ,Home Office,West ,Electronics,Accessories,Accessories Product,5,106791,0.15,22393
ORD426,2024-02-26,C076,Customer 484 ,Home Office,west,Furniture,Chair,Chair Product,6,55643,0.15,14733
ORD036,16-03-2024,C071,Customer 485 ,Consumer,west,Fashion,Apparel,Apparel Product,5,109222,0.05,13116
ORD242,2024-01-30,C235,Customer 486 ,Corporate,West ,,Chair,Chair Product,1,38126,0.0,23918
ORD405,2024-02-09,C269,Customer 487 ,Corporate,west,,Apparel,Apparel Product,4,55160,0.1,12409
ORD448,2024-03-09,C224,Customer 488 ,consumer,West ,Electronics,Laptop,Laptop Product,2,122928,0.15,-5665
ORD287,2024-03-17,C281,Customer 489 ,Home office,West ,Fashion,Accessories,Accessories Product,1,44406,0.05,11547
ORD339,04-03-2024,C149,  Rahul Sharma ,Home Office,west,,Chair,Chair Product,4,N/A,0.1,16528
ORD007,2024-03-01,C039,Customer 491 ,Consumer,EAST,Electronics,Laptop,Laptop Product,9,145575,0.0,10495
ORD376,2024-02-16,C006,Customer 492 ,Home Office,west,Electronics,Laptop,Laptop Product,3,148845,0.0,17815
ORD006,2024-01-23,C152,Customer 493 ,Home Office,South,,Chair,Chair Product,3,23858,0.05,10566
ORD001,2024-02-21,C166,Customer 494 ,Consumer,South,Furniture,Chair,Chair Product,6,5126,0.05,10643
ORD074,06-02-2024,C193,Customer 495 ,Home office,west,Fashion,Accessories,Accessories Product,4,32857,0.1,6123
ORD317,2024-02-26,C247,Customer 496 ,consumer,east,,Apparel,Apparel Product,4,71104,0.1,-2153
ORD432,2024-03-18,C210,  Rahul Sharma ,Consumer,west,,Chair,Chair Product,9,112409,0.15,21497
ORD264,2024-01-30,C030,Customer 498 ,Home Office,South,Furniture,Table,Table Product,1,43162,0.15,13249
ORD124,2024-03-19,C267,Customer 499 ,Consumer,east,Fashion,Footwear,Footwear Product,10,27448,0.15,5210
ORD057,23-01-2024,C224,Customer 500 ,consumer,EAST,Fashion,Apparel,Apparel Product,7,N/A,0.15,9551
ORD011,2024-03-11,C051,Customer 501 ,Consumer,West ,Electronics,Laptop,Laptop Product,3,132629,0.0,9781
ORD171,2024-03-21,C295,Customer 502 ,Home Office,South,Furniture,Chair,Chair Product,2,92251,0.05,4761
ORD427,2024-04-16,C074,Customer 503 ,Corporate,west,Furniture,Storage,Storage Product,5,44403,0.1,4550
ORD078,2024-04-09,C056,  Rahul Sharma ,consumer,West ,Electronics,Mobile,Mobile Product,9,110621,0.0,-6926
ORD053,29-03-2024,C290,Customer 505 ,Corporate,South,,Mobile,Mobile Product,6,78790,0.15,11541
ORD248,2024-01-13,C279,Customer 506 ,Home office,EAST,Furniture,Table,Table Product,3,20127,0.05,3535
ORD436,2024-01-10,C096,Customer 507 ,Consumer,east,Furniture,Storage,Storage Product,7,138897,0.1,24281
ORD398,2024-02-29,C180,Customer 508 ,Consumer,EAST,Fashion,Apparel,Apparel Product,7,66583,0.05,5700
ORD286,2024-02-06,C168,Customer 509 ,Consumer,east,Fashion,Accessories,Accessories Product,7,3842,0.05,19028
ORD121,18-01-2024,C056,Customer 510 ,consumer,EAST,Electronics,Laptop,Laptop Product,4,N/A,0.05,15979
ORD459,2024-04-19,C075,  Rahul Sharma ,Consumer,West ,,Apparel,Apparel Product,5,66439,0.0,10637
ORD011,2024-01-19,C243,Customer 512 ,Corporate,EAST,,Chair,Chair Product,5,38219,0.15,-2709
ORD108,2024-01-18,C172,Customer 513 ,Corporate,West ,Furniture,Chair,Chair Product,6,24279,0.0,14412
ORD444,2024-02-27,C226,Customer 514 ,Home office,EAST,Fashion,Accessories,Accessories Product,9,94105,0.1,18796
ORD410,03-01-2024,C281,Customer 515 ,Home office,EAST,Electronics,Mobile,Mobile Product,10,65778,0.05,16261
ORD031,2024-04-28,C155,Customer 516 ,Corporate,EAST,Electronics,Mobile,Mobile Product,2,67074,0.15,24068
ORD248,2024-03-09,C233,Customer 517 ,consumer,east,Furniture,Table,Table Product,5,53463,0.15,17626
ORD157,2024-02-19,C222,  Rahul Sharma ,consumer,west,Electronics,Accessories,Accessories Product,5,6416,0.15,8336
ORD127,2024-03-19,C078,Customer 519 ,Consumer,West ,Furniture,Storage,Storage Product,10,88668,0.1,4654
ORD032,17-02-2024,C264,Customer 520 ,consumer,South,,Mobile,Mobile Product,6,N/A,0.05,-4481
ORD263,2024-04-21,C162,Customer 521 ,consumer,West ,,Mobile,Mobile Product,1,29826,0.1,11712
ORD278,2024-02-26,C300,Customer 522 ,Home office,EAST,Fashion,Accessories,Accessories Product,7,90513,0.0,15874
ORD496,2024-04-23,C197,Customer 523 ,Home office,east,Electronics,Accessories,Accessories Product,6,146897,0.05,13440
ORD304,2024-03-17,C039,Customer 524 ,Home Office,EAST,,Chair,Chair Product,8,56594,0.1,21544
ORD017,18-02-2024,C171,  Rahul Sharma ,Corporate,West ,Furniture,Storage,Storage Product,9,47193,0.05,11628
ORD054,2024-02-27,C212,Customer 526 ,consumer,west,,Mobile,Mobile Product,1,132541,0.05,12307
ORD397,2024-03-24,C279,Customer 527 ,Consumer,west,Furniture,Chair,Chair Product,5,118356,0.0,15041
ORD287,2024-02-17,C233,Customer 528 ,Home Office,west,Electronics,Accessories,Accessories Product,6,13897,0.05,-4443
ORD006,2024-04-30,C075,Customer 529 ,Consumer,South,Fashion,Accessories,Accessories Product,8,92165,0.1,19972
ORD436,20-01-2024,C190,Customer 530 ,Home Office,West ,,Chair,Chair Product,9,N/A,0.1,18849
ORD440,2024-01-31,C134,Customer 531 ,Consumer,west,Fashion,Footwear,Footwear Product,3,144480,0.15,4239
ORD324,2024-04-30,C111,  Rahul Sharma ,consumer,east,,Apparel,Apparel Product,5,10952,0.05,10284
ORD140,2024-04-14,C107,Customer 533 ,Home office,west,Furniture,Chair,Chair Product,2,96709,0.1,3957
ORD083,2024-04-27,C121,Customer 534 ,Home office,South,Electronics,Mobile,Mobile Product,10,25661,0.1,6726
ORD072,27-02-2024,C245,Customer 535 ,Home Office,east,Electronics,Laptop,Laptop Product,6,88939,0.05,11611
ORD234,2024-02-28,C104,Customer 536 ,Corporate,west,Furniture,Chair,Chair Product,5,100758,0.05,-3468
ORD436,2024-01-09,C257,Customer 537 ,Home office,South,,Mobile,Mobile Product,3,37694,0.1,24227
ORD323,2024-02-22,C133,Customer 538 ,Home office,EAST,Fashion,Apparel,Apparel Product,1,23767,0.1,16537
ORD403,2024-02-11,C134,  Rahul Sharma ,Home office,West ,Furniture,Chair,Chair Product,10,111014,0.05,21188
ORD427,10-03-2024,C186,Customer 540 ,consumer,South,Furniture,Table,Table Product,6,N/A,0.15,4453
ORD128,2024-03-25,C059,Customer 541 ,Corporate,west,Furniture,Chair,Chair Product,5,108547,0.15,8074
ORD117,2024-02-13,C103,Customer 542 ,Home office,west,Electronics,Accessories,Accessories Product,9,61515,0.15,17171
ORD071,2024-02-07,C132,Customer 543 ,consumer,east,Furniture,Chair,Chair Product,6,52630,0.15,15902
ORD114,2024-02-23,C253,Customer 544 ,consumer,West ,Electronics,Laptop,Laptop Product,1,76259,0.15,-1602
ORD390,09-03-2024,C266,Customer 545 ,Consumer,West ,Furniture,Chair,Chair Product,4,35410,0.05,2466
ORD462,2024-03-05,C282,  Rahul Sharma ,consumer,east,Furniture,Storage,Storage Product,6,4647,0.05,1416
ORD176,2024-04-13,C159,Customer 547 ,Home Office,West ,Electronics,Laptop,Laptop Product,3,95931,0.05,10252
ORD387,2024-04-18,C118,Customer 548 ,Consumer,west,Fashion,Accessories,Accessories Product,9,8714,0.15,6466
ORD150,2024-03-12,C281,Customer 549 ,consumer,West ,,Chair,Chair Product,4,128421,0.05,14715
ORD357,04-04-2024,C087,Customer 550 ,Home office,west,Fashion,Apparel,Apparel Product,10,N/A,0.05,24660
ORD410,2024-03-08,C031,Customer 551 ,Home Office,EAST,Furniture,Table,Table Product,10,60093,0.05,5739
ORD036,2024-04-15,C143,Customer 552 ,consumer,west,Fashion,Footwear,Footwear Product,6,83952,0.05,-5094
ORD244,2024-03-23,C210,  Rahul Sharma ,Home Office,South,Furniture,Table,Table Product,9,66129,0.1,8326
ORD188,2024-03-06,C264,Customer 554 ,Corporate,west,,Apparel,Apparel Product,2,109833,0.1,21326
ORD462,27-02-2024,C293,Customer 555 ,Home office,South,Furniture,Table,Table Product,7,131694,0.05,24729
ORD179,2024-01-20,C278,Customer 556 ,Home office,east,,Mobile,Mobile Product,10,138428,0.1,9317
ORD005,2024-03-31,C027,Customer 557 ,Consumer,South,,Chair,Chair Product,3,61058,0.1,23102
ORD017,2024-01-03,C118,Customer 558 ,Home Office,west,Fashion,Apparel,Apparel Product,2,14426,0.05,4802
ORD313,2024-02-27,C120,Customer 559 ,Consumer,West ,Fashion,Accessories,Accessories Product,9,34364,0.05,4056
ORD395,30-01-2024,C110,  Rahul Sharma ,Home office,EAST,Furniture,Table,Table Product,1,N/A,0.15,-1727
ORD024,2024-01-04,C119,Customer 561 ,Home office,EAST,Electronics,Accessories,Accessories Product,8,46271,0.1,11971
ORD155,2024-03-11,C275,Customer 562 ,Consumer,east,,Apparel,Apparel Product,8,142363,0.15,9283
ORD205,2024-02-06,C226,Customer 563 ,Consumer,east,Fashion,Accessories,Accessories Product,2,104779,0.1,8941
ORD334,2024-04-27,C065,Customer 564 ,Home office,east,Furniture,Table,Table Product,10,64776,0.05,19659
ORD435,04-01-2024,C090,Customer 565 ,Corporate,east,Furniture,Table,Table Product,3,78630,0.0,20671
ORD150,2024-04-29,C274,Customer 566 ,Consumer,west,Electronics,Laptop,Laptop Product,10,42953,0.05,13205
ORD284,2024-02-19,C263,  Rahul Sharma ,Corporate,West ,Electronics,Accessories,Accessories Product,9,87418,0.1,1561
ORD276,2024-01-11,C116,Customer 568 ,Consumer,EAST,,Chair,Chair Product,7,71187,0.05,-1201
ORD323,2024-03-01,C125,Customer 569 ,Corporate,west,Fashion,Footwear,Footwear Product,3,22311,0.05,20559
ORD308,20-04-2024,C265,Customer 570 ,Home Office,EAST,Fashion,Apparel,Apparel Product,1,N/A,0.1,1304
ORD064,2024-01-22,C007,Customer 571 ,consumer,West ,Electronics,Accessories,Accessories Product,2,89552,0.15,11224
ORD095,2024-04-03,C069,Customer 572 ,Home office,EAST,,Chair,Chair Product,3,13861,0.05,5426
ORD174,2024-02-13,C284,Customer 573 ,consumer,West ,Electronics,Laptop,Laptop Product,5,13058,0.1,20208
ORD473,2024-04-17,C134,  Rahul Sharma ,consumer,West ,Fashion,Footwear,Footwear Product,6,100863,0.05,8092
ORD025,30-01-2024,C024,Customer 575 ,consumer,West ,Furniture,Storage,Storage Product,4,31453,0.0,6562
ORD033,2024-04-03,C083,Customer 576 ,Home Office,east,Furniture,Table,Table Product,3,133741,0.0,-4511
ORD496,2024-01-05,C003,Customer 577 ,consumer,South,Furniture,Table,Table Product,2,64477,0.05,2692
ORD281,2024-03-09,C105,Customer 578 ,consumer,South,Furniture,Chair,Chair Product,10,41263,0.0,5109
ORD320,2024-04-20,C219,Customer 579 ,consumer,west,Furniture,Table,Table Product,1,142452,0.1,11373
ORD099,13-01-2024,C153,Customer 580 ,consumer,east,Electronics,Mobile,Mobile Product,1,N/A,0.0,18284
ORD222,2024-01-01,C237,  Rahul Sharma ,Consumer,South,Furniture,Table,Table Product,8,52724,0.15,23600
ORD382,2024-03-18,C181,Customer 582 ,Home office,west,,Mobile,Mobile Product,1,55113,0.05,17719
ORD438,2024-03-10,C044,Customer 583 ,consumer,West ,Fashion,Footwear,Footwear Product,2,147686,0.0,8765
ORD474,2024-04-12,C299,Customer 584 ,consumer,West ,Electronics,Accessories,Accessories Product,7,83874,0.05,-6154
ORD433,11-03-2024,C196,Customer 585 ,Home Office,West ,,Apparel,Apparel Product,8,34538,0.0,9359
ORD446,2024-01-10,C191,Customer 586 ,Consumer,west,Fashion,Accessories,Accessories Product,3,29206,0.15,20212
ORD083,2024-01-31,C250,Customer 587 ,consumer,West ,Fashion,Accessories,Accessories Product,1,67160,0.05,19663
ORD450,2024-02-27,C097,  Rahul Sharma ,Corporate,west,Fashion,Accessories,Accessories Product,4,34606,0.0,1868
ORD397,2024-03-20,C122,Customer 589 ,Home office,west,,Apparel,Apparel Product,4,66418,0.15,24528
ORD268,09-03-2024,C278,Customer 590 ,Consumer,South,Electronics,Laptop,Laptop Product,5,N/A,0.05,1540
ORD266,2024-02-24,C187,Customer 591 ,consumer,South,Furniture,Chair,Chair Product,1,20505,0.05,5795
ORD450,2024-02-13,C288,Customer 592 ,Consumer,South,,Chair,Chair Product,5,4594,0.15,-5427
ORD171,2024-02-01,C056,Customer 593 ,Home Office,West ,Furniture,Storage,Storage Product,5,64822,0.05,14082
ORD251,2024-01-14,C130,Customer 594 ,consumer,west,Furniture,Chair,Chair Product,2,70351,0.1,14147
ORD481,29-04-2024,C211,  Rahul Sharma ,Consumer,South,Fashion,Apparel,Apparel Product,9,63868,0.0,24652
ORD230,2024-01-21,C104,Customer 596 ,consumer,EAST,Fashion,Accessories,Accessories Product,7,127215,0.15,5298
ORD001,2024-04-05,C152,Customer 597 ,Home Office,east,Furniture,Chair,Chair Product,9,69103,0.1,20637
ORD018,2024-03-30,C061,Customer 598 ,Home Office,east,,Apparel,Apparel Product,3,100450,0.15,16041
ORD480,2024-03-05,C114,Customer 599 ,Corporate,east,,Mobile,Mobile Product,4,149051,0.1,830
ORD043,28-04-2024,C111,Customer 600 ,Corporate,EAST,Electronics,Mobile,Mobile Product,2,N/A,0.15,-1568
ORD416,2024-02-19,C184,Customer 601 ,Home Office,South,Electronics,Accessories,Accessories Product,2,129309,0.05,14327
ORD342,2024-04-23,C252,  Rahul Sharma ,Corporate,West ,Furniture,Storage,Storage Product,6,44005,0.05,11136
ORD297,2024-02-23,C042,Customer 603 ,Consumer,east,,Mobile,Mobile Product,2,121847,0.15,21124
ORD076,2024-02-21,C001,Customer 604 ,Home Office,West ,Furniture,Table,Table Product,8,48105,0.0,1617
ORD471,09-01-2024,C267,Customer 605 ,Home office,EAST,Electronics,Mobile,Mobile Product,1,44699,0.0,2580
ORD344,2024-01-05,C150,Customer 606 ,Corporate,east,Furniture,Chair,Chair Product,6,73599,0.0,10339
ORD361,2024-04-11,C051,Customer 607 ,Home Office,South,,Mobile,Mobile Product,4,60617,0.05,15288
ORD149,2024-01-29,C185,Customer 608 ,consumer,east,Furniture,Chair,Chair Product,1,8919,0.0,-5095
ORD276,2024-04-22,C154,  Rahul Sharma ,Home Office,east,,Chair,Chair Product,5,97318,0.15,14491
ORD156,01-02-2024,C130,Customer 610 ,Corporate,EAST,Electronics,Laptop,Laptop Product,3,N/A,0.1,9965
ORD004,2024-01-19,C084,Customer 611 ,Home Office,east,,Apparel,Apparel Product,8,105933,0.0,14026
ORD056,2024-01-04,C147,Customer 612 ,Corporate,EAST,Furniture,Chair,Chair Product,2,136887,0.1,1512
ORD194,2024-04-22,C157,Customer 613 ,Home Office,West ,Electronics,Accessories,Accessories Product,4,132877,0.0,8798
ORD320,2024-03-26,C225,Customer 614 ,Home office,east,Furniture,Storage,Storage Product,2,49739,0.0,10230
ORD368,11-02-2024,C196,Customer 615 ,Corporate,West ,Fashion,Accessories,Accessories Product,1,86981,0.1,5629
ORD302,2024-02-05,C244,  Rahul Sharma ,Home office,EAST,Fashion,Footwear,Footwear Product,1,4527,0.15,-3727
ORD337,2024-02-08,C181,Customer 617 ,consumer,South,Furniture,Table,Table Product,4,79843,0.15,21431
ORD331,2024-02-13,C047,Customer 618 ,Corporate,South,Furniture,Storage,Storage Product,9,7834,0.1,24245
ORD494,2024-01-24,C211,Customer 619 ,Home office,South,,Apparel,Apparel Product,6,47937,0.1,18302
ORD478,16-01-2024,C068,Customer 620 ,Home office,west,Electronics,Mobile,Mobile Product,5,N/A,0.05,24240
ORD270,2024-01-11,C084,Customer 621 ,Home office,EAST,,Apparel,Apparel Product,1,108431,0.0,15698
ORD460,2024-01-12,C115,Customer 622 ,consumer,west,Furniture,Storage,Storage Product,6,103694,0.1,20736
ORD114,2024-03-17,C159,  Rahul Sharma ,Home Office,South,Furniture,Chair,Chair Product,4,137790,0.05,4321
ORD268,2024-01-05,C265,Customer 624 ,Home office,west,Electronics,Mobile,Mobile Product,1,122750,0.1,-3493
ORD303,17-03-2024,C252,Customer 625 ,Home office,east,Electronics,Laptop,Laptop Product,1,121689,0.0,4602
ORD456,2024-04-16,C021,Customer 626 ,Home Office,West ,Fashion,Apparel,Apparel Product,9,66096,0.1,3548
ORD069,2024-03-14,C179,Customer 627 ,Home Office,South,Fashion,Footwear,Footwear Product,5,122898,0.0,17091
ORD374,2024-03-09,C022,Customer 628 ,Home office,west,Furniture,Storage,Storage Product,5,94985,0.1,7145
ORD103,2024-03-23,C112,Customer 629 ,Corporate,West ,Electronics,Mobile,Mobile Product,9,30731,0.15,4438
ORD154,15-01-2024,C120,  Rahul Sharma ,Home Office,South,Fashion,Accessories,Accessories Product,5,N/A,0.15,13723
ORD073,2024-02-08,C010,Customer 631 ,Consumer,West ,Fashion,Accessories,Accessories Product,3,12597,0.15,13684
ORD119,2024-02-03,C169,Customer 632 ,Home office,east,Furniture,Table,Table Product,3,104208,0.0,-1164
ORD315,2024-03-24,C173,Customer 633 ,Corporate,EAST,Furniture,Chair,Chair Product,10,18156,0.0,19236
ORD066,2024-02-24,C026,Customer 634 ,Consumer,west,Electronics,Accessories,Accessories Product,7,115001,0.0,13819
ORD180,28-02-2024,C220,Customer 635 ,Home Office,east,,Apparel,Apparel Product,8,56667,0.15,8970
ORD096,2024-04-20,C029,Customer 636 ,Consumer,west,Electronics,Laptop,Laptop Product,9,39384,0.15,13288
ORD249,2024-02-03,C239,  Rahul Sharma ,Corporate,west,Electronics,Mobile,Mobile Product,3,76632,0.1,16908
ORD391,2024-03-28,C162,Customer 638 ,Corporate,east,Electronics,Mobile,Mobile Product,4,85858,0.1,16154
ORD013,2024-03-02,C167,Customer 639 ,Corporate,west,,Mobile,Mobile Product,8,51978,0.05,9814
ORD440,29-01-2024,C019,Customer 640 ,Consumer,South,Furniture,Chair,Chair Product,7,N/A,0.15,-6225
ORD220,2024-03-01,C003,Customer 641 ,Corporate,EAST,Fashion,Accessories,Accessories Product,5,37921,0.15,13451
ORD334,2024-04-08,C265,Customer 642 ,Corporate,west,Fashion,Accessories,Accessories Product,1,118303,0.15,15870
ORD070,2024-03-15,C179,Customer 643 ,Corporate,EAST,Electronics,Laptop,Laptop Product,1,76823,0.1,24235
ORD069,2024-01-07,C034,  Rahul Sharma ,Consumer,east,,Chair,Chair Product,6,72693,0.1,813
ORD345,11-02-2024,C031,Customer 645 ,Corporate,EAST,,Mobile,Mobile Product,8,101982,0.15,740
ORD109,2024-01-10,C031,Customer 646 ,Home Office,EAST,Electronics,Laptop,Laptop Product,8,52468,0.15,16211
ORD242,2024-01-23,C226,Customer 647 ,Corporate,east,,Apparel,Apparel Product,8,1461,0.05,15352
ORD429,2024-02-07,C144,Customer 648 ,consumer,South,Furniture,Chair,Chair Product,10,68740,0.1,-1472
ORD183,2024-03-16,C235,Customer 649 ,Corporate,EAST,,Chair,Chair Product,10,135434,0.05,9561
ORD256,11-03-2024,C213,Customer 650 ,Corporate,West ,,Chair,Chair Product,5,N/A,0.15,8276
ORD122,2024-03-06,C052,  Rahul Sharma ,Home office,east,Electronics,Mobile,Mobile Product,7,84568,0.0,19633
ORD104,2024-04-26,C029,Customer 652 ,consumer,east,Electronics,Mobile,Mobile Product,9,138658,0.05,19407
ORD482,2024-02-25,C117,Customer 653 ,Home Office,EAST,,Chair,Chair Product,1,24700,0.1,18522
ORD443,2024-02-09,C202,Customer 654 ,Home Office,West ,Fashion,Apparel,Apparel Product,9,57782,0.15,6888
ORD385,01-04-2024,C153,Customer 655 ,consumer,west,Fashion,Footwear,Footwear Product,3,37828,0.1,1729
ORD035,2024-01-12,C212,Customer 656 ,Home Office,EAST,,Apparel,Apparel Product,8,111839,0.1,-5566
ORD286,2024-02-15,C073,Customer 657 ,consumer,west,Furniture,Table,Table Product,10,132026,0.0,2406
ORD134,2024-01-31,C192,  Rahul Sharma ,Home office,EAST,Furniture,Table,Table Product,5,24972,0.0,23815
ORD288,2024-04-14,C153,Customer 659 ,Consumer,South,,Apparel,Apparel Product,4,50881,0.0,7250
ORD307,17-02-2024,C285,Customer 660 ,Consumer,West ,Fashion,Footwear,Footwear Product,6,N/A,0.1,670
ORD017,2024-03-26,C068,Customer 661 ,Consumer,South,Furniture,Chair,Chair Product,1,28402,0.0,5015
ORD050,2024-02-20,C188,Customer 662 ,Corporate,west,Fashion,Apparel,Apparel Product,10,47921,0.15,10395
ORD308,2024-04-29,C164,Customer 663 ,Corporate,West ,,Chair,Chair Product,3,117698,0.05,3114
ORD140,2024-03-25,C201,Customer 664 ,Home office,west,Electronics,Mobile,Mobile Product,7,86710,0.0,-6219
ORD395,23-01-2024,C049,  Rahul Sharma ,Consumer,west,Furniture,Table,Table Product,5,89620,0.0,12502
ORD099,2024-03-23,C240,Customer 666 ,Home office,EAST,,Apparel,Apparel Product,3,79979,0.05,6803
ORD329,2024-04-25,C151,Customer 667 ,Consumer,South,Furniture,Chair,Chair Product,2,53998,0.15,7549
ORD182,2024-03-18,C258,Customer 668 ,Consumer,EAST,Furniture,Chair,Chair Product,1,111187,0.0,23185
ORD014,2024-03-01,C249,Customer 669 ,Home office,east,,Chair,Chair Product,6,147897,0.05,9493
ORD066,13-01-2024,C226,Customer 670 ,consumer,West ,Electronics,Mobile,Mobile Product,3,N/A,0.15,10588
ORD090,2024-01-13,C074,Customer 671 ,Home office,east,Fashion,Accessories,Accessories Product,3,130674,0.1,3490
ORD415,2024-04-19,C049,  Rahul Sharma ,Home Office,EAST,,Apparel,Apparel Product,10,4716,0.15,-2985
ORD348,2024-04-01,C084,Customer 673 ,consumer,west,Electronics,Laptop,Laptop Product,4,88913,0.0,11165
ORD009,2024-03-15,C044,Customer 674 ,consumer,South,Furniture,Storage,Storage Product,4,77185,0.15,21698
ORD131,01-04-2024,C074,Customer 675 ,Home Office,West ,Furniture,Chair,Chair Product,1,74323,0.15,11481
ORD023,2024-02-10,C125,Customer 676 ,Home Office,West ,Fashion,Accessories,Accessories Product,8,42778,0.15,18280
ORD191,2024-04-06,C182,Customer 677 ,Consumer,West ,Electronics,Mobile,Mobile Product,6,61129,0.0,7407
ORD049,2024-01-31,C050,Customer 678 ,Corporate,west,Electronics,Laptop,Laptop Product,4,67331,0.05,6107
ORD475,2024-03-02,C113,  Rahul Sharma ,Consumer,West ,,Chair,Chair Product,6,54437,0.15,6416
ORD190,18-02-2024,C236,Customer 680 ,Home Office,South,Electronics,Accessories,Accessories Product,9,N/A,0.1,-1287
ORD287,2024-03-24,C225,Customer 681 ,Home Office,West ,Electronics,Laptop,Laptop Product,6,28216,0.0,23807
ORD251,2024-03-21,C197,Customer 682 ,Home Office,West ,,Chair,Chair Product,9,80940,0.15,21376
ORD402,2024-02-04,C244,Customer 683 ,Home Office,South,Fashion,Accessories,Accessories Product,5,23140,0.15,687
ORD454,2024-02-10,C247,Customer 684 ,Home Office,South,Electronics,Mobile,Mobile Product,3,143402,0.15,15357
ORD160,20-02-2024,C235,Customer 685 ,Consumer,east,,Apparel,Apparel Product,8,120472,0.0,12159
ORD040,2024-02-14,C053,  Rahul Sharma ,Consumer,West ,Fashion,Apparel,Apparel Product,5,98414,0.15,8828
ORD420,2024-04-14,C192,Customer 687 ,Corporate,east,Fashion,Footwear,Footwear Product,1,20132,0.1,19984
ORD010,2024-01-01,C246,Customer 688 ,Home Office,EAST,,Chair,Chair Product,6,128307,0.05,-5457
ORD236,2024-01-10,C141,Customer 689 ,Home Office,South,Furniture,Table,Table Product,7,127839,0.05,11884
ORD030,13-02-2024,C045,Customer 690 ,consumer,west,Furniture,Table,Table Product,10,N/A,0.15,2180
ORD225,2024-01-17,C165,Customer 691 ,consumer,east,Fashion,Accessories,Accessories Product,1,93464,0.05,1846
ORD079,2024-03-06,C124,Customer 692 ,Corporate,West ,Furniture,Table,Table Product,5,79395,0.05,16758
ORD365,2024-01-05,C271,  Rahul Sharma ,Consumer,east,Fashion,Accessories,Accessories Product,6,137388,0.1,22129
ORD353,2024-04-17,C088,Customer 694 ,consumer,South,Electronics,Mobile,Mobile Product,1,13491,0.1,883
ORD229,08-03-2024,C200,Customer 695 ,Home office,EAST,Fashion,Accessories,Accessories Product,4,30873,0.1,8876
ORD255,2024-04-25,C090,Customer 696 ,consumer,South,,Apparel,Apparel Product,10,62990,0.05,-2214
ORD481,2024-02-03,C285,Customer 697 ,Consumer,South,Fashion,Footwear,Footwear Product,3,54251,0.0,19924
ORD354,2024-01-04,C222,Customer 698 ,Home office,West ,Furniture,Storage,Storage Product,8,77501,0.05,6005
ORD097,2024-04-13,C100,Customer 699 ,Home office,West ,Electronics,Accessories,Accessories Product,7,61522,0.0,18041
ORD161,08-02-2024,C222,  Rahul Sharma ,Home Office,west,Furniture,Table,Table Product,2,N/A,0.05,8090
ORD219,2024-03-03,C155,Customer 701 ,Corporate,West ,Electronics,Accessories,Accessories Product,10,67602,0.15,7697
ORD045,2024-03-17,C136,Customer 702 ,consumer,EAST,Electronics,Accessories,Accessories Product,9,52430,0.15,10345
ORD288,2024-01-30,C247,Customer 703 ,Home Office,South,Furniture,Storage,Storage Product,6,81546,0.1,5248
ORD146,2024-02-28,C261,Customer 704 ,Home Office,east,Electronics,Accessories,Accessories Product,7,16542,0.1,-3802
ORD496,29-01-2024,C174,Customer 705 ,Home Office,West ,Electronics,Accessories,Accessories Product,9,103492,0.0,4555
ORD248,2024-01-23,C108,Customer 706 ,consumer,east,Furniture,Storage,Storage Product,5,76431,0.0,4531
ORD419,2024-02-26,C189,  Rahul Sharma ,Home office,EAST,Fashion,Accessories,Accessories Product,4,100440,0.05,2560
ORD156,2024-02-07,C257,Customer 708 ,Home office,South,,Mobile,Mobile Product,2,69093,0.15,765
ORD395,2024-01-06,C174,Customer 709 ,consumer,EAST,Fashion,Accessories,Accessories Product,8,8357,0.05,3595
ORD117,30-03-2024,C273,Customer 710 ,Home office,east,,Mobile,Mobile Product,6,N/A,0.1,992
ORD299,2024-01-09,C206,Customer 711 ,Consumer,South,,Chair,Chair Product,7,40268,0.15,9964
ORD215,2024-03-07,C003,Customer 712 ,Home Office,east,Furniture,Storage,Storage Product,3,125804,0.0,-3715
ORD054,2024-04-09,C040,Customer 713 ,Home Office,West ,,Apparel,Apparel Product,1,65331,0.0,8130
ORD043,2024-03-11,C071,  Rahul Sharma ,Home Office,east,Fashion,Footwear,Footwear Product,9,96388,0.0,12656
ORD421,07-01-2024,C227,Customer 715 ,Consumer,EAST,,Apparel,Apparel Product,8,56939,0.1,6469
ORD052,2024-02-11,C013,Customer 716 ,Home office,EAST,Fashion,Footwear,Footwear Product,2,141142,0.0,5712
ORD267,2024-03-09,C216,Customer 717 ,Home office,west,Fashion,Apparel,Apparel Product,3,149941,0.15,7207
ORD158,2024-02-17,C159,Customer 718 ,Corporate,west,Fashion,Footwear,Footwear Product,3,64158,0.05,15848
